docid	exp_genres	date	author	title	origgenres	origsubjs	remove
nyp.33433074919386	historical fiction	1862.0	Ainsworth, William Harrison	The Lord Mayor of London: | or, City life in the last century. | $c: By William Harrison Ainsworth.		History|18th century	 
nyp.33433074919394	historical fiction	1862.0	Ainsworth, William Harrison	The Lord Mayor of London: | or, City life in the last century. | $c: By William Harrison Ainsworth.		History|18th century	 
nyp.33433074962147	random	1862.0	Oliphant, Mrs. (Margaret)	Chronicles of Carlingford; | a novel.			 
inu.39000003103525	random	1909.0	Sergeant, Philip W. (Philip Walsingham)	The Empress Josephine : | Napoleon's enchantress / | $c: by Philip W. Sergeant.		1763-1814|Empress, consort of Napoleon I, Emperor of the French|Josephine|(OCoLC)fst00012988	 
uc1.$b106355	random	1952.0	Mills, Charles	The Alexandrians.			 
uc1.$b117292	short stories	1952.0	McFarland, Wilma	Then it happened--stories of unforgettable moments.		Short stories, American	 
nyp.33433074864848	random	1861.0	Gore, (Catherine Grace Frances), Mrs	The royal favourite. | $c: By Mrs. Gore ...		English fiction	 
mdp.39015017017164	love stories	1988.0	Gingher, Marianne	Teen angel and other stories of young love / | $c: Marianne Gingher.		Love stories, American	 
nyp.33433075812424	western stories	1862.0	Aimard, Gustave	The pirates of the prairies: | adventures in the American desert, | $c: by Gustave Aimard ...		United States|Frontier and pioneer life	 
uc1.b3545511	short stories	1952.0		The girls from Esquire. | $c: Introduction by Frederic A. Birmingham.		Women|Short stories, American	 
inu.39000005640169	tales	1889.0	Creangă, Ion	Folk tales from Roumania, | $c: translated from the Roumanian by Mabel Nandris; illustrated by Iza Constantinovici-Hein.		Romania|Tales	 
uiuo.ark+=13960=t0vq3kd0b	random	1862.0	Oliphant	The last of the Mortimers			 
uc1.b4109058	historical fiction	1890.0	O'Reilly, John Boyle	Moondyne; | a story of convict life in Australia.		1788-1900|History	 
nc01.ark+=13960=t9w106g4c	historical fiction	1909.0	Stratemeyer, Edward	For the liberty of Texas		Texas|Revolution, 1835-1836|History	 
uiuo.ark+=13960=t1mg84m64	random	1862.0	Macleod, Norman	The old lieutenant and his son		823M219O	 
pst.000021106644	short stories	1952.0	Maugham, W. Somerset, (William Somerset)	Ashenden / | $c: W. Somerset Maugham.		Short stories	 
nc01.ark+=13960=t42r4894w	historical fiction|war stories	1862.0		Kate Morgan and her soldiers		United States|Civil War, 1861-1865|History	 
mdp.39015019856668	short stories	1988.0		Twenty stories by Turkish women writers / | $c: translated by Nilüfer Mizanoğlu Reddy.	Bibliographies	Turkish fiction|Women authors|Short stories, English|Short stories, Turkish|Translations from Turkish|Translations into English|20th century	 
uc2.ark+=13960=t6930t07k	random	1909.0	Snaith, J. C. (John Collis)	Araminta			 
wu.89057312829	war stories	1952.0	Brickhill, Paul	Escape or die; | authentic stories of the RAF Escaping Society. | $c: With a commentary by H. E. Bates and a foreword by Sir Basil Embry.		Prisoners and prisons|World War, 1939-1945	 
njp.32101076153772	random	1862.0	Hugo, Victor	Les misérables : | Fantine / | $c: a novel tr. from the original French, by Chas. E. Wilbour.		Ex-convicts|Orphans	 
njp.32101065708693	historical fiction|war stories	1862.0	Robinson, J. H. (John Hovey)	Milrose; or, The cotton-planter's daughter. | A tale of South Carolina. | $c: By Dr. J.H. Robinson.		History|Civil War, 1861-1865	 
loc.ark+=13960=t0xp7ck3b	western stories	1862.0	Wilwood, Warren	Thrilling adventures among the early settlers, embracing desperate encounters with Indians, Tories, and refugees;		United States. [from old catalog]|Frontier and pioneer life	 
uva.x000366093	short stories	1862.0	Dickens, Charles	Christmas books.	Short stories|Bibliographies	Christmas stories	 
uc1.b3117364	short stories	1952.0	Hathaway, Baxter	Writers for tomorrow, | $c: second series; a collection of fiction by writers of tomorrow for readers of today. | Edited by Baxter Hathaway and John A. Sessions.		Short stories, American	 
mdp.39015029206177	historical fiction|random	1988.0	Raphael, David	The Alhambra Decree / | $c: David Raphael.	Bibliographies	Spain|Ferdinand and Isabella, 1479-1516|Jews|History|History	 
nc01.ark+=13960=t9p279r4b	historical fiction|war stories	1862.0	Gilmore, James R. (James Roberts)	Among the pines		United States|Civil War, 1861-1865|History	 
nc01.ark+=13960=t3xs63v71	historical fiction|war stories	1862.0	Fanny	The orphan's home mittens; and George's account of the battle of Roanoke Island		Capture, 1862|United States|Civil War, 1861-1865|Juvenile literature|Roanoke Island (N.C.)|History|Campaigns|Orphans	 
yale.39002066028169	western stories	1909.0	Paine, Albert Bigelow	Captain Bill McDonald, Texas ranger; | a story of frontier reform, | $c: by Albert Bigelow Paine ... with introductory letter by Theodore Roosevelt ...	Biography	1852-1918|Texas|McDonald, William Jesse|Texas Rangers|Frontier and pioneer life	 
mdp.39015060430520	random	1863.0	Brown, John	Spare hours, | $c: by John Brown.			 
mdp.39015057083993	historical fiction	1863.0	Taylor, Meadows	Tara : | a Mahratta tale / | $c: by Captain Meadows Taylor.		1526-1765|Maratha (Indic people)|History	 
uc1.$b439714	historical fiction	1952.0	Davis, Burke	Yorktown.		Revolution, 1775-1783|History	 
inu.39000005847525	fairy tales|folklore	1909.0	Graves, Alfred Perceval	The Irish fairy book / | $c: by Alfred Perceval Graves ; illustrated by George Denham.	Juvenile audience	Folklore|Fairy tales|Ireland|Folk-lore, Irish|Social life and customs	 
mdp.39015041026082	historical fiction|war stories	1988.0	Scott, Vivian	The lipstick explosion / | $c: by Vivian Scott.	War stories|Bibliographies	Women's Army Auxiliary Corps|Army|United States|History|World War, 1939-1945	 
uiuo.ark+=13960=t9474pv79	mystery and detective fiction	1863.0	Collins, Wilkie	My miscellanies	Mystery and detective fiction|Great Britain		 
mdp.39015010548785	mystery and detective fiction	1863.0	Collins, Wilkie	My miscellanies / | $c: by Wilkie Collins.	Mystery and detective fiction|Great Britain		 
inu.32000009643729	autobiography|historical fiction|war stories	1863.0	Nott, Charles Cooper	Sketches of the war: | a series of letters to the North Moore street school of New York. | $c: By Charles C. Nott.		Iowa Cavalry Regiment, 5th (1861-1865)|Army|United States|Civil War, 1861-1865|Civil war, 1861-1865|History|Personal narratives|Personal narratives|History	 
nc01.ark+=13960=t8mc9cd92	historical fiction|war stories	1863.0	Kelso, Isaac	The stars and bars;		United States|Civil War, 1861-1865|History	 
dul1.ark+=13960=t4dn4zw6t	historical fiction|war stories	1863.0	Alcott, Louisa May	Hospital sketches		United States|Hospitals|Civil War, 1861-1865|History	 
mdp.49015002596832	historical fiction	1863.0	Dickens, Charles	A tale of two cities / | $c: illus. from drawings by F.O.C. Darley and John Gilbert.	History|Historical fiction	London|Dickens, Charles|Revolution, 1789-1799|England|French|French fiction|History|Fathers and daughters|1812-1870|Lookalikes|Executions and executioners|History	 
inu.30000060903774	historical fiction	1863.0	Ainsworth, William Harrison	Windsor castle ; | an historical romance / | $c: by W. Harrison Ainsworth ; illustrated by George Cruikshank and Tony Johannot with designs on wood by W. Alfred Delamotte.		Tudors, 1485-1603|Queen, consort of Henry VIII, King of England|1507-1536|Tudors, 1485-1603|Anne Boleyn|History|queen consort of Henry VIII, King of England|History	 
uc2.ark+=13960=t7np20c25	western stories	1863.0	Ballantyne, R. M. (Robert Michael)	The wild man of the West		Western stories|Scottish authors|English fiction	 
uc1.$b282204	historical fiction	1863.0		Western border life, or, What Fanny Hunter was and heard in Kansas and Missouri		Kansas|1854-1861|History	 
uc1.$b282538	historical fiction	1863.0	Gilmore, James R. (James Roberts)	My southern friends		United States|Slavery|History|African Americans|19th century|North Carolina	 
uc2.ark+=13960=fk2f766b13	historical fiction|war stories	1863.0	Russell, William Howard, Sir	My diary North and South		United States|Histoire|Civil War, 1861-1865|Southern States|R????cits personnels|Description and travel|1861-1865 (Guerre de S????cession)|Russell, William Howard|Descriptions et voyages|????tats-Unis|History|1820-1907|????tats conf????d????r????s d'Am????rique	 
mdp.49015002826510	historical fiction|random	1988.0	Cussler, Clive	Treasure : | a novel / | $c: Clive Cussler.		Treasure troves|Invasion|History	 
mdp.39015061154434	short stories	1988.0		Pirate ghosts of the American coast : | stories of hauntings at sea / | $c: edited by Frank D. McSherry, Jr., Charles G. Waugh, and Martin H. Greenberg.	Short stories	Ghost stories, English|Ghost stories, American|Pirates|Coasts|Sea stories, American|Sea stories, English	 
mdp.49015002953033	mystery and detective fiction	1934.0	Christie, Agatha	Murder in three acts / | $c: Agatha Christie.		Poirot, Hercule (Fictitious character)|England|Private investigators	 
uc2.ark+=13960=t3707x02k	historical fiction	1863.0	Morford, Henry	The days of shoddy		Revolution, 1775-1783|United States|History	 
mdp.49015002953066	random|mystery and detective fiction	1941.0	Christie, Agatha	N or M? / | $c: Agatha Christie.		Married people|England|Beresford, Tuppence (Fictitious character)|Private investigators|Beresford, Tommy (Fictitious character)	 
mdp.39015061466770	love stories	1988.0	Jolley, Elizabeth	The Sugar Mother / | $c: Elizabeth Jolley.	Novel	Husbands|College teachers|Man-woman relationships	 
yul.11084322_000_00	historical fiction	1952.0	Smaragd, Sam	That's how it is with us | The life and selected works of Shimón Sam Smaragd / | $c: compiled by Molly Lyons Bar-David.		1929-1948|Jews|History|Palestine	 
mdp.39015061469568	mystery and detective fiction	1988.0	Tapply, William G	A void in hearts : | a Brady Coyne mystery / | $c: William G. Tapply.	Legal stories|Mystery fiction|Novel	Coyne, Brady (Fictitious character)	 
uc2.ark+=13960=t21c1wx6k	historical fiction	1909.0	Devereux, W. A	Sir Walter Ralegh		Great Britain|Raleigh, Walter|History|1552?-1618|Elizabeth, 1558-1603	 
osu.32435055406896	mystery and detective fiction	1952.0	Fleischman, Sid	Look behind you, lady : | a Gold medal original / | $c: by A.S. Fleischman.	Detective and mystery stories		 
mdp.39015069134800	short stories	1988.0	Hartwell, David G	Masterpieces of fantasy and enchantment / | $c: compiled by David G. Hartwell with the assistance of Kathryn Cramer.	Short stories	Fantasy fiction, English|Fantasy fiction, American	 
uc2.ark+=13960=t6rx98q2p	historical fiction	1863.0	Whyte-Melville, G. J. (George John)	The gladiators		Siege, 70 A.D|Vitellius, 69|Siege, 70|Rome|History|Jerusalem|Flavians, 69-96	 
uc2.ark+=13960=t6445pr1k	historical fiction	1863.0	Whyte-Melville, G. J. (George John)	The gladiators		Siege, 70 A.D|Vitellius, 69|Siege, 70|Rome|History|Jerusalem|Flavians, 69-96	 
uc2.ark+=13960=t2z31ts91	historical fiction	1863.0	Whyte-Melville, G. J. (George John)	The gladiators		Siege, 70 A.D|Vitellius, 69|Siege, 70|Rome|History|Jerusalem|Flavians, 69-96	 
osu.32435063107213	historical fiction	1952.0	Bell, Sallie Lee	By strange paths : | a novel of old Louisiana.	Historical fiction		 
osu.32435060852241	science fiction	1952.0	Leahy, John Martin	Drome; | $c: illustrated by John Martin Leahy.	Science fiction		 
uc2.ark+=13960=t6d222s2q	historical fiction|war stories	1863.0	Tuthill, Louisa C	I will be a sailor		United States|Civil War, 1861-1865|Conduct of life|Sailors|Boys|Naval battles|History|Mothers and sons|Sailing|Juvenile fiction	 
osu.32435063112353	historical fiction	1952.0	McCraw, Louise Harrison	The honor of Preston Reed.	Historical fiction	Slavery|United States	 
osu.32435063107312	historical fiction	1952.0	Bell, Sallie Lee	The queen's jest : | a romance of the time of Louis XVI.	Historical fiction		 
osu.32435064823685	mystery and detective fiction	1952.0	Green, Chalmers	The scarlet venus / | $c: by Chalmers Green.	Mystery fiction		 
nc01.ark+=13960=t5v69w855	historical fiction|war stories	1863.0	Morford, Henry	Shoulder-straps		United States|Civil War, 1861-1865|History	 
nnc1.cu58250972	historical fiction|legends	1863.0	Dendy, Walter Cooper	Legends of the lintel and the ley.		Great Britain|Legends|History	 
mdp.39015020830678	short stories	1953.0	Baudin, Maurice	Contemporary short stories: representative selections.		Short stories, American	 
nyp.33433082529557	historical fiction|war stories	1863.0	Optic, Oliver	The soldier boy; | or, Tom Somers in the army. | $c: A story of the Great Rebellion by Oliver Optic [pseud.]	Juvenile audience	United States|History|Civil War, 1861-1865	 
nyp.33433082525548	fairy tales	1863.0	Aunt. Maggie	A budget of fun for little folks / | $c: by Aunt Maggie.	Juvenile audience	Children's stories|Fairy tales	 
nyp.33433082524244	historical fiction|war stories	1863.0	Aunt, Fanny	The orphan's home mittens; and George's account of the battle of Roanoke Island. | $c: Being the sixth and last book of the series.		Roanoke Island|Civil War, 1861-1865|Military, 1862, Feb. 8|Children's stories, American|History	 
uc2.ark+=13960=t1mg7hc84	historical fiction	1909.0	Mirabeau, Honor??-Gabriel de Riqueti	Mirabeau's love-letters		marquise de|Monnier, Marie Th????r????se Richard de Ruffey|France|Revolution, 1789-1799|1754-1789|History|Love-letters|Biography	 
nyp.33433076086028	random	1863.0		"Tom Ripon; or, The highwayman and housebreaker. | $c: By the author of ""Captain Heron; or, The highwayman of Epping forest"" ..."		English fiction	 
uc2.ark+=13960=t09w0975t	historical fiction	1909.0		The real America in romance, with reading courses		United States|America|Discovery and exploration|History	 
uc2.ark+=13960=t44q7r816	historical fiction	1909.0		The real America in romance, with reading courses		United States|America|Discovery and exploration|History	 
uc2.ark+=13960=t7rn37w4q	historical fiction	1909.0		The real America in romance, with reading courses		United States|America|Discovery and exploration|History	 
uc2.ark+=13960=t01z4231x	historical fiction	1909.0		The real America in romance, with reading courses		United States|America|Discovery and exploration|History	 
nyp.33433075815476	historical fiction	1863.0	Chevalier, H. Emile (Henri Emile)	Adventures by sea and land of the Count De Ganay; | or, The devotion and fidelity of woman. An episode of the colonization of Canada. | $c: Tr. from the French of H. Émile Chevalier.		To 1763 (New France)|History	 
mdp.39015046337054	science fiction	1953.0	Bradbury, Ray	Fahrenheit 451; | $c: illustrated by Joe Mugnaini.	Science fiction	Book burning	 
uc1.$b103180	random	1953.0	Hutchins, Maude	My hero.			 
uc1.b4451081	historical fiction	1988.0	Bache, Ellyn	Safe passage / | $c: Ellyn Bache.		United States|Beirut International Airport|History|Civil War, 1975-1990|Marine Corps|20th century|History	 
uc1.b3435094	random	1970.0	Scott-Heron, Gil	The vulture / Gil Scott-Heron.			 
uc1.32106008779941	ghost stories	1962.0	Roberts, Nancy	Ghosts of the Carolinas / | $c: Nancy Roberts ; foreword by Legette Blythe.		Ghosts|South Carolina|North Carolina	 
wu.89015901077	historical fiction	1889.0	Lewald, Fanny	Prinz Louis Ferdinand / | $c: by Fanny Lewald ; translated by Linda Rogols-Siegel.	Bibliographies	Prince of Prussia|Louis Ferdinand|Jews|History|Prussia (Germany)|1772-1806|19th century	 
mdp.39015006580362	war stories	1952.0	Chin, Kee Onn	Silent army.		World War, 1939-1945	 
uiuo.ark+=13960=t1jh3vx0s	random	1863.0	Cook, Dutton	Leo			 
